FID,Reference,ReferenceNumb,studyYear,State,location,soil,planted date,Date rust first appeared,Growth stage applied,applicationsNumb,trade name,active ingredient,active ingredient coded,class,class code,amount,stats,replications,mean sep,rustSeverPerc,rustSeverPercLSD,rustSeverPercCont,rustSeverPercContLSD,rustSever1-8,rustSever1-8LSD,rustSever1-8Cont,rustSever1-8ContLSD,Tsincidence,TSincidenceLSD,TSincidenceCont,TSincidenceContLSD,Tsseverity,TSseverityLSD,TSseverityCont,TSseverityContLSD,CercoSever,CercoSeverLSD,CercoSeverCont,CercoSeverContLSD,yield,yieldLSD,yieldCont,yieldContLSD,seedWt,seedWtLSD,seedWtCont,seedWtContLSD,defoliation,lsd,control defol,conrol lsd,aerial web,lsd arial,control arial web,lsd arial
327,Mueller ref 45,45,2006,FL,NFREC,,38870,38956,r2,1,Topguard,flutrifol,flut,triazole,triazole,5,rcb,4,Fishers LSD (p</=0.1,5.5,21.8,67,21.8,,,,,,,,,,,,,,,,,60.1,6.7,53.4,6.7,15.3,0.85,13.3,0.03,77.5,11.7,92.3,11.7,,,,
328,Mueller ref 45,45,2006,FL,NFREC,,38870,38956,r2,1,Topguard,flutrifol,flut,triazole,triazole,7,rcb,4,Fishers LSD (p</=0.1,5.8,21.8,67,21.8,,,,,,,,,,,,,,,,,66.7,6.7,53.4,6.7,15,0.85,13.3,0.03,72.5,11.7,92.3,11.7,,,,
329,Mueller ref 45,45,2006,FL,NFREC,,38870,38956,r2,1,Topguard,flutrifol,flut,triazole,triazole,11,rcb,4,Fishers LSD (p</=0.1,2.8,21.8,67,21.8,,,,,,,,,,,,,,,,,61.7,6.7,53.4,6.7,15.6,0.85,13.3,0.03,77.5,11.7,92.3,11.7,,,,
330,Mueller ref 45,45,2006,FL,NFREC,,38870,38956,r2+r4 or r5,2,Topguard+NIS,flutrifol,flut,triazole,triazole,5.0 + 0.25%,rcb,4,Fishers LSD (p</=0.1,2.8,21.8,67,21.8,,,,,,,,,,,,,,,,,65.1,6.7,53.4,6.7,15,0.85,13.3,0.03,70,11.7,92.3,11.7,,,,
331,Mueller ref 45,45,2006,FL,NFREC,,38870,38956,r2+r4 or r5,2,Topguard+Penncozeb,flutrifol+ethylenebisdithiocarbamate,flut+eth,mixed modes of action,mma,7.0 + 20.0,rcb,4,Fishers LSD (p</=0.1,8.5,21.8,67,21.8,,,,,,,,,,,,,,,,,67.2,6.7,53.4,6.7,15,0.85,13.3,0.03,67.5,11.7,92.3,11.7,,,,
332,Mueller ref 45,45,2006,FL,NFREC,,38870,38956,r2+r4 or r5,2,Topguard+Headline,flutrifol+pyraclostrobin,flut+pyra,mixed modes of aciton,mma,7.0 + 6.0,rcb,4,Fishers LSD (p</=0.1,5.5,21.8,67,21.8,,,,,,,,,,,,,,,,,65.6,6.7,53.4,6.7,15.3,0.85,13.3,0.03,60,11.7,92.3,11.7,,,,
333,Kemerait ref 46,46,2006,GA,ARC,,38868,,"r1,r3,r5",3,Folicur,tebuconazole,tebu,triazole,triaz+AL384:AM384ole,4,rcb,4,Fishers LSD (p</=0.1,,,,,4.1,,8,,,,,,,,,,,,,,77.6,,52.1,,,,,,,,,,,,,
334,Kemerait ref 46,46,2006,GA,ARC,,38868,,"r1,r3,r5",3,KFD-09 ,unknown,unknown,other,other,4 + 4,rcb,4,Fishers LSD (p</=0.1,,,,,4.7,,8,,,,,,,,,,,,,,73.3,,52.1,,,,,,,,,,,,,
335,Kemerait ref 46,46,2006,GA,ARC,,38868,,"r1,r3,r5",3,Topsin-M+KFD-09,thiophanate,thio,thiophanate,thiophanate,16 + 4,rcb,4,Fishers LSD (p</=0.1,,,,,3.7,,8,,,,,,,,,,,,,,72.5,,52.1,,,,,,,,,,,,,
336,Kemerait ref 46,46,2006,GA,ARC,,38868,,"r1,r3,r5",3,Microthiol,sulfer,sul,other,other,2lb,rcb,4,Fishers LSD (p</=0.1,,,,,7.7,,8,,,,,,,,,,,,,,61,,52.1,,,,,,,,,,,,,
337,Kemerait ref 46,46,2006,GA,ARC,,38868,,"r1,r3,r5",3,Microthiol + KFD-09,sulfer + unknown,sul+ unknown,other,other,4+2lb,rcb,4,Fishers LSD (p</=0.1,,,,,4.1,,8,,,,,,,,,,,,,,71.3,,52.1,,,,,,,,,,,,,
338,Harmon ref 47,47,2006,FL,ifas,Kendrick loamy sand,38868,38940,v5+r2,2,Roundup weathermax,glyphosate,gly,herbicide,herbicide,48,rcb,4,Waller Duncan k-ratio t-test,100,,100,,,,,,,,,,,,,,,,,,16,,13,,,,,,,,,,,,,
339,Harmon ref 47,47,2006,FL,ifas,Kendrick loamy sand,38868,38940,v5+r2+r4,3,Roundup weathermax,glyphosate,gly,herbicide,herbicide,48,rcb,4,Waller Duncan k-ratio t-test,100,,100,,,,,,,,,,,,,,,,,,18,,13,,,,,,,,,,,,,
340,Harmon ref 47,47,2006,FL,ifas,Kendrick loamy sand,38868,38940,r2 + r4,2,Headline,pyraclostrobin,pyra,strobulurin,strobulurin,7.8,rcb,4,Waller Duncan k-ratio t-test,100,,100,,,,,,,,,,,,,,,,,,22,,13,,,,,,,,,,,,,
341,Harmon ref 47,47,2006,FL,ifas,Kendrick loamy sand,38868,38940,v5+r1+r2+r4+r5,5,Physpe G,unknown,unknown,other,other,9.7,rcb,4,Waller Duncan k-ratio t-test,100,,100,,,,,,,,,,,,,,,,,,11,,13,,,,,,,,,,,,,
342,Harmon ref 47,47,2006,FL,ifas,Kendrick loamy sand,38868,38940,v5+r1+r2+r4+r5,5,Physpe G,unknown,unknown,other,other,14.4,rcb,4,Waller Duncan k-ratio t-test,100,,100,,,,,,,,,,,,,,,,,,14,,13,,,,,,,,,,,,,
343,Harmon ref 47,47,2006,FL,ifas,Kendrick loamy sand,38868,38940,v5+r1+r2+r4+r5,5,Physpe G,unknown,unknown,other,other,28.8,rcb,4,Waller Duncan k-ratio t-test,100,,100,,,,,,,,,,,,,,,,,,14,,13,,,,,,,,,,,,,
344,Harmon ref 47,47,2006,FL,ifas,Kendrick loamy sand,38868,38940,v5+r2,2,Roundup weathermax,glyphosate,gly,herbicide,herbicide,48,rcb,4,Waller Duncan k-ratio t-test,49,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,Harmon ref 47,47,2006,FL,ifas,Kendrick loamy sand,38868,38940,v5+r2+r4,3,Roundup weathermax,glyphosate,gly,herbicide,herbicide,48,rcb,4,Waller Duncan k-ratio t-test,44,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,Harmon ref 47,47,2006,FL,ifas,Kendrick loamy sand,38868,38940,r2 + r4,2,Headline,pyraclostrobin,pyra,strobulurin,strobulurin,7.8,rcb,4,Waller Duncan k-ratio t-test,46,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,Harmon ref 47,47,2006,FL,ifas,Kendrick loamy sand,38868,38940,v5+r1+r2+r4+r5,5,Physpe G,unknown,unknown,other,other,9.7,rcb,4,Waller Duncan k-ratio t-test,75,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Harmon ref 47,47,2006,FL,ifas,Kendrick loamy sand,38868,38940,v5+r1+r2+r4+r5,5,Physpe G,unknown,unknown,other,other,14.4,rcb,4,Waller Duncan k-ratio t-test,81,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Harmon ref 47,47,2006,FL,ifas,Kendrick loamy sand,38868,38940,v5+r1+r2+r4+r5,5,Physpe G,unknown,unknown,other,other,28.8,rcb,4,Waller Duncan k-ratio t-test,82,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,Kemerait ref 49,49,2006,GA,SAER,,38855,,r2+r3,2,Echo fb Folicur,chlorothalonil + tebuconizole fb tebuconizole,chl+tebu fb tebu,mixed modes of action,mma,20+4,rcb,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,64.4,,65.9,,,,,,92.7,,98,,,,,
351,Kemerait ref 49,49,2006,GA,SAER,,38855,,r2+r4,2,Quilt + coc fb Folicur,propiconizole + azoxystrobin fb tebuconazole,prop+azo fb tebu,mixed modes of action,mma,14 +4,rcb,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,67.1,,65.9,,,,,,94.3,,,,,,,
352,Kemerait ref 49,49,2006,GA,SAER,,38855,,r2+r5,2,Headline + nis fb folicur,pyraclostrobin + other fb tebuconazole,pyra + other fb tebu,mixed modes of action,mma,6+4,rcb,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,70.2,,65.9,,,,,,83.3,,,,,,,
353,Kemerait ref 49,49,2006,GA,SAER,,38855,,r2+r6,2,Stratego fb Folicur,propiconizole + trifloxystrobin fb tebuconizole,prop+trif fb tebu,mixed modes of action,mma,10+4,rcb,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,64.2,,65.9,,,,,,97,,,,,,,
354,Kemerait ref 49,49,2006,GA,SAER,,38855,,r2+r7,2,Quadris + coc fb Folicur,azoxystrobin fb tebuconizole,azo fb tebu,mixed modes of action,mma,6.2+4,rcb,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,68.7,,65.9,,,,,,97.7,,,,,,,
355,Kemerait ref 49,49,2006,GA,SAER,,38855,,r2+r8,2,Quadris +coc fb Laredo,azoxystrobin fb myclobutanil,azo fb myc,mixed modes of action,mma,6.2+6,rcb,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,65.1,,65.9,,,,,,96.5,,,,,,,
356,Kemerait ref 49,49,2006,GA,SAER,,38855,,r2+r9,2,Quadris+coc fb Domark,azoxystrobin fb pyroclostrobin,azo fb pyro,strobilurin,mma,6.2+5,rcb,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,56.7,,65.9,,,,,,82.5,,,,,,,
357,Kemerait ref 49,49,2006,GA,SAER,,38855,,r2+r10,2,Quadris +coc fb Headline sbr,azoxystrobin fb pyroclostrobin + tebuconazole,azo fb pyro + tebu,mixed modes of action,mma,6.2+?,rcb,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,72.8,,65.9,,,,,,85,,,,,,,
358,Kemerait ref 49,49,2006,GA,SAER,,38855,,r2+r11,2,Quadris +coc fb topguard,azoxystrobin fb flutrifol,azo fb flut,mixed modes of action,mma,6.2+7,rcb,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,69.8,,65.9,,,,,,94,,,,,,,
359,Kemerait ref 49,49,2006,GA,SAER,,38855,,r2+r12,2,Domark,pyroclostrobin,pyro,strobilurin,strobilurin,5,rcb,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,68.8,,65.9,,,,,,92.5,,,,,,,
360,Kemerait ref 49,49,2006,GA,SAER,,38855,,r2+r13,2,Folicur,tebuconizole,tebu,triazole,triazole,4,rcb,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,66.7,,65.9,,,,,,92.5,,,,,,,
361,Kemerait ref 49,49,2006,GA,SAER,,38855,,r2+r14,2,Laredo,myclobutanil,tria,triazole,triazole,6,rcb,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,64.6,,65.9,,,,,,97.3,,,,,,,
362,Kemerait ref 50,50,2006,GA,CPES,,38860,,"v9,r1,r2,r3,r4,r5,r6,r7",8,biological,unknown,unknown,other,other,?,rcb,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,42,,49.9,,,,,,,,,,,,,
363,Kemerait ref 50,50,2006,GA,CPES,,38860,,1+5,2,Echo fb Muscle,chlorothalonil fb tebuconazole+chlorothalonil,chl fb tebu+chl,mixed modes of action,mma,,rcb,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,46.1,,49.9,,,,,,,,,,,,,
364,Kemerait ref 50,50,2006,GA,CPES,,38860,,1+5,2,Echo fb Folicur,chlorothalonil fb tebuconizole,chl fb tebu ,mixed modes of action,mma,,rcb,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,48.4,,49.9,,,,,,,,,,,,,
365,Kemerait ref 50,50,2006,GA,CPES,,38860,,"3,6",2,Headline+Caramba,pyraclostrobin+metconizole,pyra+met,mixed modes of action,mma,,rcb,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,55.4,,49.9,,,,,,,,,,,,,
366,Kemerait ref 50,50,2006,GA,CPES,,38860,,"3,6",1,Headline+Caramba fb Headline+Caramba,pyraclostrobin,pyra,mixed modes of action,mma,,rcb,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,54.6,,49.9,,,,,,,,,,,,,
367,Kemerait ref 50,50,2006,GA,CPES,,38860,,"3,6",1,Headline+nis,pyraclostrobin,pyra,strobulirin,strobilurin,,rcb,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,53.6,,49.9,,,,,,,,,,,,,
368,Kemerait ref 50,50,2006,GA,CPES,,38860,,3fb6,2,Headline+nis fb Caramba,pyraclostrobin,pyra,strobilurin,strobilurin,,rcb,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,50.3,,49.9,,,,,,,,,,,,,
369,Kemerait ref 50,50,2006,GA,CPES,,38860,,3 fb 6,1,Headline +nis fb Headline+Caramba,pyraclostrobin+metconizole,pyra+met,mixed modes of action,mma,,rcb,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,51.4,,49.9,,,,,,,,,,,,,
370,Kemerait ref 50,50,2006,GA,CPES,,38860,,3 fb 6,1,Headline+Caramba fb Caramba,pyraclostrobin+tebuconizole,pyra+teb,mixed modes of action,mma,,rcb,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,47.3,,49.9,,,,,,,,,,,,,
371,Kemerait ref 50,50,2006,GA,CPES,,38860,,3 fb 6,1,Headline+Folicur fb Headline+Folicur,pyraclostrobin+tebuconizole,pyra+teb,mixed modes of action,mma,,rcb,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,50.6,,49.9,,,,,,,,,,,,,
372,Kemerait ref 51,51,2006,GA,ARC,,38868,,"3,5",2,Laredo,myclobutanil,myc,other,mma,7,rcb,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,61.6,,52.5,,,,,,99,,100,,,,,
373,Kemerait ref 51,51,2006,GA,ARC,,38868,,"3,5",2,Laredo + Headline,myclobutanil + pyraclostrobin,myc + pyra,mixed modes of action,mma,7+7,rcb,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,64.4,,52.5,,,,,,87,,100,,,,,
374,Kemerait ref 51,51,2006,GA,ARC,,38868,,"3,6",2,Headline,pyraclostrobin,pyra,strobilurin,strobilurin,7,rcb,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,62.9,,52.5,,,,,,96,,100,,,,,
375,Kemerait ref 51,51,2006,GA,ARC,,38868,,"3,5",2,Enable + coc,fenbuconazole + coc,fenb+other,triazole,triazole,7,rcb,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,61.5,,52.5,,,,,,97,,100,,,,,
376,Kemerait ref 51,51,2006,GA,ARC,,38868,,"3,7",2,Folicur,tebuconazole,tebu,triazole,triazole,4,rcb,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,Lawrence et al ref 53,53,2007,AL,GCREC,Malbis fine sandy loam,39240,,"3,5",2,LEM17 SC,unknown,unknown,unknown,unknown,9.6,rcb,4,Fishers LSD (p</=0.05,,,,,4.8,1.9,9,1.9,,,,,,,,,,,,,62.6,,51.4,,,,,,,,,,,,,
390,Lawrence et al ref 53,53,2007,AL,GCREC,Malbis fine sandy loam,39240,,"3,5",2,LEM17 SC + YT699,unknown,unknown,unknown,unknown,9.6 + 4,rcb,4,Fishers LSD (p</=0.05,,,,,5,1.9,9,1.9,,,,,,,,,,,,,59.8,,51.4,,,,,,,,,,,,,
391,Lawrence et al ref 53,53,2007,AL,GCREC,Malbis fine sandy loam,39240,,"3,5",2,LEM 17 SC +Punch,unknown + flusilazole,unknown + flus,mixed modes of action,mma,9.6 + 3,rcb,4,Fishers LSD (p</=0.05,,,,,2.2,1.9,9,1.9,,,,,,,,,,,,,67.1,,51.4,,,,,,,,,,,,,
392,Lawrence et al ref 53,53,2007,AL,GCREC,Malbis fine sandy loam,39240,,"3,5",2,YT699,unknown,unknown,unknown,unknown,4,rcb,4,Fishers LSD (p</=0.05,,,,,4,1.9,9,1.9,,,,,,,,,,,,,59.4,,51.4,,,,,,,,,,,,,
393,Lawrence et al ref 53,53,2007,AL,GCREC,Malbis fine sandy loam,39240,,"3,5",2,Punch ,flusialazole,flus,triazole,triazole,3,rcb,4,Fishers LSD (p</=0.05,,,,,2,1.9,9,1.9,,,,,,,,,,,,,67.9,,51.4,,,,,,,,,,,,,
394,Lawrence et al ref 53,53,2007,AL,GCREC,Malbis fine sandy loam,39240,,"3,5",2,Headline + Punch,pyraclostrobin + flusialazole,pyra + flus,mixed modes of action,mma,4.5 + 3,rcb,4,Fishers LSD (p</=0.05,,,,,2,1.9,9,1.9,,,,,,,,,,,,,68.9,,51.4,,,,,,,,,,,,,
395,Padgett et al ref 54,54,2007,LA,DLRS,Norwood silt loam,39241,,5,1,Quadris  + coc,azoxystrobin,azo,strobilurin,strobilurin,6,rcb,3,Fishers LSD (p</=0.10,75.9,,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Padgett et al ref 54,54,2007,LA,DLRS,Norwood silt loam,39241,,5,1,Headline,pyraclostrobin,pyra,strobilurin,strobilurin,4 + 6,rcb,3,Fishers LSD (p</=0.10,60.1,,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Padgett et al ref 54,54,2007,LA,DLRS,Norwood silt loam,39241,,5,1,Alto + Quadris,cyproconazole + azoxystrobin,cypr + azo,mixed modes of action,mma,6,rcb,3,Fishers LSD (p</=0.10,19.2,,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Padgett et al ref 54,54,2007,LA,DLRS,Norwood silt loam,39241,,5,1,Absolute,tebuconazole + trifloxystrobin,tebu+trif,mixed modes of action,mma,5,rcb,3,Fishers LSD (p</=0.10,34,,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,Padgett et al ref 54,54,2007,LA,DLRS,Norwood silt loam,39241,,5,1,Headline + Caramba,pyraclostrobin + metconizole,pyra + met,mixed modes of action,mma,6 + 8.2,rcb,3,Fishers LSD (p</=0.10,50.5,,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Padgett et al ref 54,54,2007,LA,DLRS,Norwood silt loam,39241,,5,1,Topguard,flutrifol,flut,triazole,triazole,7,rcb,3,Fishers LSD (p</=0.10,34.8,,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Padgett et al ref 54,54,2007,LA,DLRS,Norwood silt loam,39241,,5,1,Domark,pyroclostrobin,pyro,strobilurin,strobilurin,5,rcb,3,Fishers LSD (p</=0.10,14,,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,Padgett et al ref 54,54,2007,LA,DLRS,Norwood silt loam,39241,,5,1,Laredo,myclobutanil,tria,triazole,triazole,7,rcb,3,Fishers LSD (p</=0.10,51.9,,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Padgett et al ref 54,54,2007,LA,DLRS,Norwood silt loam,39241,,5,1,Punch,flusialazole,flus,triazole,triazole,4,rcb,3,Fishers LSD (p</=0.05,39.9,,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Lawrence et al ref 55,55,2006,AL,GCREC,Malbis fine sandy loam,38860,,1+21d,2,Punch,flusialazole,flus,triazole,triazole,4,rcb,4,Fishers LSD (p</=0.05,,,,,2.25,0.61,9,0.61,0.75,,51.25,,,,,,,,,,71.1,,58.8,,,,,,,,,,,,,
405,Lawrence et al ref 55,55,2006,AL,GCREC,Malbis fine sandy loam,38860,,1+21d,2,Punch,flusialazole,flus,triazole,triazole,3,rcb,4,Fishers LSD (p</=0.05,,,,,2.25,0.61,9,0.61,0.75,,51.25,,,,,,,,,,72.95,,58.8,,,,,,,,,,,,,
406,Lawrence et al ref 55,55,2006,AL,GCREC,Malbis fine sandy loam,38860,,1+21d,2,Charisma,flusilazole + famoxadone,flus + fam,mixed modes of action,mma,10,rcb,4,Fishers LSD (p</=0.05,,,,,2.25,0.61,9,0.61,1.25,,51.25,,,,,,,,,,72.19,,58.8,,,,,,,,,,,,,
407,Lawrence et al ref 55,55,2006,AL,GCREC,Malbis fine sandy loam,38860,,1+21d,2,Punch + Headline,flusialazole + pyraclostrobin,flus + pyra,mixed modes of action,mma,3 + 4.5,rcb,4,Fishers LSD (p</=0.05,,,,,2,0.61,9,0.61,1,,51.25,,,,,,,,,,73.7,,58.8,,,,,,,,,,,,,
408,Lawrence et al ref 55,55,2006,AL,GCREC,Malbis fine sandy loam,38860,,1+21d,2,Punch + Quadris,flusialazole + azoxystrobin,flus + azo,,,3 + 4,rcb,4,Fishers LSD (p</=0.05,,,,,2,0.61,9,0.61,1.25,,51.25,,,,,,,,,,72.4,,58.8,,,,,,,,,,,,,
409,Lawrence et al ref 55,55,2006,AL,GCREC,Malbis fine sandy loam,38860,,1+21d,2,Headline,pyraclostrobin,pyra,strobilurin,strobilurin,6,rcb,4,Fishers LSD (p</=0.05,,,,,2.5,0.61,9,0.61,1.25,,51.25,,,,,,,,,,73.1,,58.8,,,,,,,,,,,,,
410,Lawrence et al ref 55,55,2006,AL,GCREC,Malbis fine sandy loam,38860,,1+21d,2,Quadris,azoxystrobin,azo,strobilurin,strobilurin,6,rcb,4,Fishers LSD (p</=0.05,,,,,2.25,0.61,9,0.61,1.25,,51.25,,,,,,,,,,69.3,,58.8,,,,,,,,,,,,,
411,Lawrence et al ref 55,55,2006,AL,GCREC,Malbis fine sandy loam,38860,,1+21d,2,Uppercut,tebuconizole,tebu,triazole,triazole,4,rcb,4,Fishers LSD (p</=0.05,,,,,2.25,0.61,9,0.61,3,,51.25,,,,,,,,,,71.3,,58.8,,,,,,,,,,,,,
412,Lawrence et al ref 55,55,2006,AL,GCREC,Malbis fine sandy loam,38860,,1+21d,2,Punch + Punch,flusialazole,flus,triazole,triazole,4 + 4,rcb,4,Fishers LSD (p</=0.05,,,,,2.5,0.61,9,0.61,1.25,,51.25,,,,,,,,,,73,,58.8,,,,,,,,,,,,,
413,Lawrence et al ref 55,55,2006,AL,GCREC,Malbis fine sandy loam,38860,,1+21d,2,Punch + Headline,flusialazole + pyraclostrobin,flus + pyra,mixed modes of action,mma,3 + 4.5,rcb,4,Fishers LSD (p</=0.05,,,,,2.25,0.61,9,0.61,1.25,,51.25,,,,,,,,,,,,,,,,,,,,,,,,,
414,Kemerait ref 51,51,2006,GA,ATC,,38868,,"r3,r5",2,Enable,febucanolozole,febu,triazole,triazole,7 + 7,,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,62.9,,52.5,,,,,,,,,,,,,
415,Kemerait ref 51,51,2006,GA,ATC,,38868,,"r3,r5",2,Folicur ,tebucanozole,tebu,triazole,triazole,4,,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,61.5,,52.5,,,,,,,,,,,,,
416,Kemerait et al ref 59,59,2006,GA,ARC,,38868,,R1,1,Domark,tetraconazole,tetra,triazole,triazole,4,,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,63.6,,49.3,,,,,,,,,,,,,
417,Kemerait et al ref 59,59,2006,GA,ARC,,38868,,R1,1,Domark,tetraconazole,tetra,triazole,triazole,5,,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,59.8,,49.3,,,,,,,,,,,,,
418,Kemerait et al ref 59,59,2006,GA,ARC,,38868,,R1,1,Domark,tetraconazole,tetra,triazole,triazole,6,,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,56,,49.3,,,,,,,,,,,,,
419,Kemerait et al ref 59,59,2006,GA,ARC,,38868,,R1,1,Folicur,tebucanozole,tetra,triazole,triazole,4,,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,56.2,,49.3,,,,,,,,,,,,,
420,Kemerait et al ref 59,59,2006,GA,ARC,,38868,,R1,1,Headline SBR + Headline,pyraclostrobin + tebuconazole fb  pyraclostrobin,pyra + tebu fb pyra,mixed modes of action,mma,3.16+4.7,,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,66.4,,49.3,,,,,,,,,,,,,
421,Kemerait et al ref 59,59,2006,GA,ARC,,38868,,R3,1,Domark,tetraconazole,tetra,triazole,triazole,4,,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,65.6,,49.3,,,,,,,,,,,,,
422,Kemerait et al ref 59,59,2006,GA,ARC,,38868,,R3,1,Domark,tetraconazole,tetra,triazole,triazole,5,,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,59.3,,49.3,,,,,,,,,,,,,
423,Kemerait et al ref 59,59,2006,GA,ARC,,38868,,R3,1,Domark,tetraconazole,tetra,triazole,triazole,6,,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,62.9,,49.3,,,,,,,,,,,,,
424,Kemerait et al ref 59,59,2006,GA,ARC,,38868,,R3,1,Folicur,tebucanozole,tetra,triazole,triazole,4,,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,54.4,,49.3,,,,,,,,,,,,,
425,Kemerait et al ref 59,59,2006,GA,ARC,,38868,,R3,1,Headline SBR + Headline,pyraclostrobin + tebuconazole fb  pyraclostrobin,pyra + tebu fb pyra,mixed modes of action,mma,3.16+4.7,,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,63.9,,49.3,,,,,,,,,,,,,
426,Kemerait et al ref 59,59,2006,GA,ARC,,38868,,R5,1,Domark,tetraconazole,tetra,triazole,triazole,4,,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,58.6,,49.3,,,,,,,,,,,,,
427,Kemerait et al ref 59,59,2006,GA,ARC,,38868,,R5,1,Domark,tetraconazole,tetra,triazole,triazole,5,,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,51.1,,49.3,,,,,,,,,,,,,
428,Kemerait et al ref 59,59,2006,GA,ARC,,38868,,R5,1,Domark,tetraconazole,tetra,triazole,triazole,6,,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,55.4,,49.3,,,,,,,,,,,,,
429,Kemerait et al ref 59,59,2006,GA,ARC,,38868,,R5,1,Folicur,tebucanozole,tetra,triazole,triazole,4,,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,47.8,,49.3,,,,,,,,,,,,,
430,Kemerait et al ref 59,59,2006,GA,ARC,,38868,,R5,1,Headline SBR + Headline,pyraclostrobin + tebuconazole fb  pyraclostrobin,pyra + tebu fb pyra,mixed modes of action,mma,3.16+4.7,,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,55.8,,49.3,,,,,,,,,,,,,
431,Schneider et al ref 60,60,2006,LA,bhrs,Commerce silt loam,38888,,r3,1,Headline,pyraclostrobin,pyra,strobilurin,strobilurin,4.7+3.1,,4,Fishers LSD (p</=0.05,,,,,,,,,,,,,,,,,,,,,53.4,5.6,38.3,5.6,,,,,,,,,,,,
